Nr,KeggModule,KeggModuleNR,KeggModuleName,CategoryGlobal,Category,KeggModuleOrder
112,"Nucleotide and amino acid metabolism - Cofactor and vitamin biosynthesis - M00118: Glutathione biosynthesis, glutamate => glutathione",M00118,"M00118: Glutathione biosynthesis, glutamate => glutathione",Nucleotide and amino acid metabolism,Cofactor and vitamin biosynthesis,112
113,"Nucleotide and amino acid metabolism - Cofactor and vitamin biosynthesis - M00119: Pantothenate biosynthesis, valine/L-aspartate => pantothenate",M00119,"M00119: Pantothenate biosynthesis, valine/L-aspartate => pantothenate",Nucleotide and amino acid metabolism,Cofactor and vitamin biosynthesis,113
114,"Nucleotide and amino acid metabolism - Cofactor and vitamin biosynthesis - M00120: Coenzyme A biosynthesis, pantothenate => CoA",M00120,"M00120: Coenzyme A biosynthesis, pantothenate => CoA",Nucleotide and amino acid metabolism,Cofactor and vitamin biosynthesis,114
115,"Nucleotide and amino acid metabolism - Cofactor and vitamin biosynthesis - M00121: Heme biosynthesis, glutamate => protoheme/siroheme",M00121,"M00121: Heme biosynthesis, glutamate => protoheme/siroheme",Nucleotide and amino acid metabolism,Cofactor and vitamin biosynthesis,115
116,"Nucleotide and amino acid metabolism - Cofactor and vitamin biosynthesis - M00122: Cobalamin biosynthesis, cobinamide => cobalamin",M00122,"M00122: Cobalamin biosynthesis, cobinamide => cobalamin",Nucleotide and amino acid metabolism,Cofactor and vitamin biosynthesis,116
117,"Nucleotide and amino acid metabolism - Cofactor and vitamin biosynthesis - M00123: Biotin biosynthesis, pimeloyl-ACP/CoA => biotin",M00123,"M00123: Biotin biosynthesis, pimeloyl-ACP/CoA => biotin",Nucleotide and amino acid metabolism,Cofactor and vitamin biosynthesis,117
118,"Nucleotide and amino acid metabolism - Cofactor and vitamin biosynthesis - M00124: Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P",M00124,"M00124: Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P",Nucleotide and amino acid metabolism,Cofactor and vitamin biosynthesis,118
119,"Nucleotide and amino acid metabolism - Cofactor and vitamin biosynthesis - M00125: Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD",M00125,"M00125: Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD",Nucleotide and amino acid metabolism,Cofactor and vitamin biosynthesis,119
120,"Nucleotide and amino acid metabolism - Cofactor and vitamin biosynthesis - M00126: Tetrahydrofolate biosynthesis, GTP => THF",M00126,"M00126: Tetrahydrofolate biosynthesis, GTP => THF",Nucleotide and amino acid metabolism,Cofactor and vitamin biosynthesis,120
121,"Nucleotide and amino acid metabolism - Cofactor and vitamin biosynthesis - M00127: Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P",M00127,"M00127: Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P",Nucleotide and amino acid metabolism,Cofactor and vitamin biosynthesis,121
122,"Nucleotide and amino acid metabolism - Cofactor and vitamin biosynthesis - M00128: Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone",M00128,"M00128: Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone",Nucleotide and amino acid metabolism,Cofactor and vitamin biosynthesis,122
123,"Nucleotide and amino acid metabolism - Cofactor and vitamin biosynthesis - M00129: Ascorbate biosynthesis, animals, glucose-1P => ascorbate",M00129,"M00129: Ascorbate biosynthesis, animals, glucose-1P => ascorbate",Nucleotide and amino acid metabolism,Cofactor and vitamin biosynthesis,123
124,"Carbohydrate and lipid metabolism - Lipid metabolism - M00130: Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",M00130,"M00130: Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",Carbohydrate and lipid metabolism,Lipid metabolism,124
125,"Carbohydrate and lipid metabolism - Lipid metabolism - M00131: Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol",M00131,"M00131: Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol",Carbohydrate and lipid metabolism,Lipid metabolism,125
126,"Carbohydrate and lipid metabolism - Lipid metabolism - M00132: Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate",M00132,"M00132: Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate",Carbohydrate and lipid metabolism,Lipid metabolism,126
127,"Nucleotide and amino acid metabolism - Polyamine biosynthesis - M00133: Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine",M00133,"M00133: Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine",Nucleotide and amino acid metabolism,Polyamine biosynthesis,127
128,"Nucleotide and amino acid metabolism - Polyamine biosynthesis - M00134: Polyamine biosynthesis, arginine => ornithine => putrescine",M00134,"M00134: Polyamine biosynthesis, arginine => ornithine => putrescine",Nucleotide and amino acid metabolism,Polyamine biosynthesis,128
129,"Nucleotide and amino acid metabolism - Polyamine biosynthesis - M00135: GABA biosynthesis, eukaryotes, putrescine => GABA",M00135,"M00135: GABA biosynthesis, eukaryotes, putrescine => GABA",Nucleotide and amino acid metabolism,Polyamine biosynthesis,129
130,"Nucleotide and amino acid metabolism - Polyamine biosynthesis - M00136: GABA biosynthesis, prokaryotes, putrescine => GABA",M00136,"M00136: GABA biosynthesis, prokaryotes, putrescine => GABA",Nucleotide and amino acid metabolism,Polyamine biosynthesis,130
131,"Secondary metabolism - Biosynthesis of secondary metabolites - M00137: Flavanone biosynthesis, phenylalanine => naringenin",M00137,"M00137: Flavanone biosynthesis, phenylalanine => naringenin",Secondary metabolism,Biosynthesis of secondary metabolites,131
132,"Secondary metabolism - Biosynthesis of secondary metabolites - M00138: Flavonoid biosynthesis, naringenin => pelargonidin",M00138,"M00138: Flavonoid biosynthesis, naringenin => pelargonidin",Secondary metabolism,Biosynthesis of secondary metabolites,132
133,"Nucleotide and amino acid metabolism - Cofactor and vitamin biosynthesis - M00140: C1-unit interconversion, prokaryotes",M00140,"M00140: C1-unit interconversion, prokaryotes",Nucleotide and amino acid metabolism,Cofactor and vitamin biosynthesis,133
134,"Nucleotide and amino acid metabolism - Cofactor and vitamin biosynthesis - M00141: C1-unit interconversion, eukaryotes",M00141,"M00141: C1-unit interconversion, eukaryotes",Nucleotide and amino acid metabolism,Cofactor and vitamin biosynthesis,134
135,"Energy metabolism - ATP synthesis - M00142: NADH:ubiquinone oxidoreductase, mitochondria",M00142,"M00142: NADH:ubiquinone oxidoreductase, mitochondria",Energy metabolism,ATP synthesis,135
136,"Energy metabolism - ATP synthesis - M00143: NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria",M00143,"M00143: NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria",Energy metabolism,ATP synthesis,136
137,"Energy metabolism - ATP synthesis - M00144: NADH:quinone oxidoreductase, prokaryotes",M00144,"M00144: NADH:quinone oxidoreductase, prokaryotes",Energy metabolism,ATP synthesis,137
138,"Energy metabolism - ATP synthesis - M00145: NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria",M00145,"M00145: NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria",Energy metabolism,ATP synthesis,138
139,Energy metabolism - ATP synthesis - M00146: NADH dehydrogenase (ubiquinone) 1 alpha subcomplex,M00146,M00146: NADH dehydrogenase (ubiquinone) 1 alpha subcomplex,Energy metabolism,ATP synthesis,139
140,Energy metabolism - ATP synthesis - M00147: NADH dehydrogenase (ubiquinone) 1 beta subcomplex,M00147,M00147: NADH dehydrogenase (ubiquinone) 1 beta subcomplex,Energy metabolism,ATP synthesis,140
141,Energy metabolism - ATP synthesis - M00148: Succinate dehydrogenase (ubiquinone),M00148,M00148: Succinate dehydrogenase (ubiquinone),Energy metabolism,ATP synthesis,141
142,"Energy metabolism - ATP synthesis - M00149: Succinate dehydrogenase, prokaryotes",M00149,"M00149: Succinate dehydrogenase, prokaryotes",Energy metabolism,ATP synthesis,142
143,"Energy metabolism - ATP synthesis - M00150: Fumarate reductase, prokaryotes",M00150,"M00150: Fumarate reductase, prokaryotes",Energy metabolism,ATP synthesis,143
144,Energy metabolism - ATP synthesis - M00151: Cytochrome bc1 complex respiratory unit,M00151,M00151: Cytochrome bc1 complex respiratory unit,Energy metabolism,ATP synthesis,144
145,Energy metabolism - ATP synthesis - M00152: Cytochrome bc1 complex,M00152,M00152: Cytochrome bc1 complex,Energy metabolism,ATP synthesis,145
146,Energy metabolism - ATP synthesis - M00153: Cytochrome d ubiquinol oxidase,M00153,M00153: Cytochrome d ubiquinol oxidase,Energy metabolism,ATP synthesis,146
147,Energy metabolism - ATP synthesis - M00154: Cytochrome c oxidase,M00154,M00154: Cytochrome c oxidase,Energy metabolism,ATP synthesis,147
148,"Energy metabolism - ATP synthesis - M00155: Cytochrome c oxidase, prokaryotes",M00155,"M00155: Cytochrome c oxidase, prokaryotes",Energy metabolism,ATP synthesis,148
149,"Energy metabolism - ATP synthesis - M00156: Cytochrome c oxidase, cbb3-type",M00156,"M00156: Cytochrome c oxidase, cbb3-type",Energy metabolism,ATP synthesis,149
150,"Energy metabolism - ATP synthesis - M00157: F-type ATPase, prokaryotes and chloroplasts",M00157,"M00157: F-type ATPase, prokaryotes and chloroplasts",Energy metabolism,ATP synthesis,150
151,"Energy metabolism - ATP synthesis - M00158: F-type ATPase, eukaryotes",M00158,"M00158: F-type ATPase, eukaryotes",Energy metabolism,ATP synthesis,151
152,"Energy metabolism - ATP synthesis - M00159: V/A-type ATPase, prokaryotes",M00159,"M00159: V/A-type ATPase, prokaryotes",Energy metabolism,ATP synthesis,152
153,"Energy metabolism - ATP synthesis - M00160: V-type ATPase, eukaryotes",M00160,"M00160: V-type ATPase, eukaryotes",Energy metabolism,ATP synthesis,153
154,Energy metabolism - Photosynthesis - M00161: Photosystem II,M00161,M00161: Photosystem II,Energy metabolism,Photosynthesis,154
155,Energy metabolism - ATP synthesis - M00162: Cytochrome b6f complex,M00162,M00162: Cytochrome b6f complex,Energy metabolism,ATP synthesis,155
156,Energy metabolism - Photosynthesis - M00163: Photosystem I,M00163,M00163: Photosystem I,Energy metabolism,Photosynthesis,156
157,Energy metabolism - Carbon fixation - M00165: Reductive pentose phosphate cycle (Calvin cycle),M00165,M00165: Reductive pentose phosphate cycle (Calvin cycle),Energy metabolism,Carbon fixation,157
158,"Energy metabolism - Carbon fixation - M00166: Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P",M00166,"M00166: Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P",Energy metabolism,Carbon fixation,158
159,"Energy metabolism - Carbon fixation - M00167: Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P",M00167,"M00167: Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P",Energy metabolism,Carbon fixation,159
160,"Energy metabolism - Carbon fixation - M00168: CAM (Crassulacean acid metabolism), dark",M00168,"M00168: CAM (Crassulacean acid metabolism), dark",Energy metabolism,Carbon fixation,160
161,"Energy metabolism - Carbon fixation - M00169: CAM (Crassulacean acid metabolism), light",M00169,"M00169: CAM (Crassulacean acid metabolism), light",Energy metabolism,Carbon fixation,161
162,"Energy metabolism - Carbon fixation - M00170: C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type",M00170,"M00170: C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type",Energy metabolism,Carbon fixation,162
163,"Energy metabolism - Carbon fixation - M00171: C4-dicarboxylic acid cycle, NAD - malic enzyme type",M00171,"M00171: C4-dicarboxylic acid cycle, NAD - malic enzyme type",Energy metabolism,Carbon fixation,163
164,"Energy metabolism - Carbon fixation - M00172: C4-dicarboxylic acid cycle, NADP - malic enzyme type",M00172,"M00172: C4-dicarboxylic acid cycle, NADP - malic enzyme type",Energy metabolism,Carbon fixation,164
165,Energy metabolism - Carbon fixation - M00173: Reductive citrate cycle (Arnon-Buchanan cycle),M00173,M00173: Reductive citrate cycle (Arnon-Buchanan cycle),Energy metabolism,Carbon fixation,165
166,"Energy metabolism - Methane metabolism - M00174: Methane oxidation, methanotroph, methane => formaldehyde",M00174,"M00174: Methane oxidation, methanotroph, methane => formaldehyde",Energy metabolism,Methane metabolism,166
167,"Energy metabolism - Nitrogen metabolism - M00175: Nitrogen fixation, nitrogen => ammonia",M00175,"M00175: Nitrogen fixation, nitrogen => ammonia",Energy metabolism,Nitrogen metabolism,167
168,"Energy metabolism - Sulfur metabolism - M00176: Assimilatory sulfate reduction, sulfate => H2S",M00176,"M00176: Assimilatory sulfate reduction, sulfate => H2S",Energy metabolism,Sulfur metabolism,168
169,"Genetic information processing - Ribosome - M00177: Ribosome, eukaryotes",M00177,"M00177: Ribosome, eukaryotes",Genetic information processing,Ribosome,169
170,"Genetic information processing - Ribosome - M00178: Ribosome, bacteria",M00178,"M00178: Ribosome, bacteria",Genetic information processing,Ribosome,170
171,"Genetic information processing - Ribosome - M00179: Ribosome, archaea",M00179,"M00179: Ribosome, archaea",Genetic information processing,Ribosome,171
172,"Genetic information processing - RNA polymerase - M00180: RNA polymerase II, eukaryotes",M00180,"M00180: RNA polymerase II, eukaryotes",Genetic information processing,RNA polymerase,172
173,"Genetic information processing - RNA polymerase - M00181: RNA polymerase III, eukaryotes",M00181,"M00181: RNA polymerase III, eukaryotes",Genetic information processing,RNA polymerase,173
174,"Genetic information processing - RNA polymerase - M00182: RNA polymerase I, eukaryotes",M00182,"M00182: RNA polymerase I, eukaryotes",Genetic information processing,RNA polymerase,174
175,"Genetic information processing - RNA polymerase - M00183: RNA polymerase, bacteria",M00183,"M00183: RNA polymerase, bacteria",Genetic information processing,RNA polymerase,175
176,"Genetic information processing - RNA polymerase - M00184: RNA polymerase, archaea",M00184,"M00184: RNA polymerase, archaea",Genetic information processing,RNA polymerase,176
177,Environmental information processing - Mineral and organic ion transport system - M00185: Sulfate transport system,M00185,M00185: Sulfate transport system,Environmental information processing,Mineral and organic ion transport system,177
178,Environmental information processing - Mineral and organic ion transport system - M00186: Tungstate transport system,M00186,M00186: Tungstate transport system,Environmental information processing,Mineral and organic ion transport system,178
179,Environmental information processing - Mineral and organic ion transport system - M00188: NitT/TauT family transport system,M00188,M00188: NitT/TauT family transport system,Environmental information processing,Mineral and organic ion transport system,179
180,Environmental information processing - Mineral and organic ion transport system - M00189: Molybdate transport system,M00189,M00189: Molybdate transport system,Environmental information processing,Mineral and organic ion transport system,180
181,Environmental information processing - Mineral and organic ion transport system - M00190: Iron(III) transport system,M00190,M00190: Iron(III) transport system,Environmental information processing,Mineral and organic ion transport system,181
182,Environmental information processing - Mineral and organic ion transport system - M00191: Thiamine transport system,M00191,M00191: Thiamine transport system,Environmental information processing,Mineral and organic ion transport system,182
183,Environmental information processing - Mineral and organic ion transport system - M00192: Putative thiamine transport system,M00192,M00192: Putative thiamine transport system,Environmental information processing,Mineral and organic ion transport system,183
184,Environmental information processing - Mineral and organic ion transport system - M00193: Putative spermidine/putrescine transport system,M00193,M00193: Putative spermidine/putrescine transport system,Environmental information processing,Mineral and organic ion transport system,184
