SRA,BioProject,Biosample,Experiment,Bases,Bytes,create_date,Strain,Genotype,Experiment.1,Condition,Post_induction,Replicates,P_aas,P_tesA,P_rpaA,P_kaiBC,P_rpaA_D53E,P_OX_plasmid,P_Subjective_dawn,P_Subjective_dusk,P_N (mg/L),P_np_kaiBC,P_p0050_kaiBC,P_rel,P_relA,P_relA_E335Q,P_Light (umol photons m-2 s-1),P_sigF,P_rpoD2,P_rpoD6,P_rpoD5,P_pAM2991-xylEAB,P_pAM2991-galP,P_pilB::Tn5,P_BG-11,P_CM,P_Biofilm,Project_tag,SRA_study_id,Ref_condition,Experiment_type,Project_replicates,Single_paired,RNASeq_samples_n,Data_loc,Data_link,Paper,Culture,Growth_Phase,Media,CO2 (%),Light (uE*m-2*sec-1),Temp (°C),Agitation (rpm),OD,pH,Notes,Time_delta,Condition_pi,Project_condition_pi,Passed_Min_Reads,Passed_Global_Corr,passed_replicate_corr,passed_timeseries_corr,Overall_pass
SRR1001866,PRJNA221220,SAMN02362696,SRX359382,624.77 M,336.63 Mb,2013-09-24,Synechococcus elongatus PCC 7942 = FACHB-805, OX-Empty,RNA-seq,OX-Empty_IPTG,3h,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,RpaA,SRP030395,EOC113_24h,Genetic_characterization,False,S,18,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP030395&o=acc_s%3Aa,www.doi.org/10.1016/j.cell.2013.11.005,Terbidostat,TimeSeries,BG-11M,1.0,100,30.0,,0.3,8.0,,0 days 03:00:00,OX-Empty_IPTG_3h,RpaA_OX-Empty_IPTG_3h,True,True,False,True,True
SRR1001867,PRJNA221220,SAMN02362690,SRX359383,620.52 M,339.05 Mb,2013-09-24,Synechococcus elongatus PCC 7942 = FACHB-805, OX-Empty,RNA-seq,OX-Empty_IPTG,12h,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,RpaA,SRP030395,EOC113_24h,Genetic_characterization,False,S,18,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP030395&o=acc_s%3Aa,www.doi.org/10.1016/j.cell.2013.11.005,Terbidostat,TimeSeries,BG-11M,1.0,100,30.0,,0.3,8.0,,0 days 12:00:00,OX-Empty_IPTG_12h,RpaA_OX-Empty_IPTG_12h,True,True,False,True,True
SRR3283837,PRJNA315938,,SRX1655391,1.53 G,"1,002.86 Mb",2016-03-14,Synechococcus elongatus PCC 7942 = FACHB-805,WT,RNA-seq,WT,48h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Nstarv,SRP072154,WT_48h,Perturbation,True,P,6,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP072154&o=acc_s%3Aa,"https://doi.org/10.1038/srep30584,  https://doi.org/10.1111/pbi.12536",Bath,exponential (24hrs),BG-11,5.0,100,30.0,,1.0,,,2 days 00:00:00,WT_48h,Nstarv_WT_48h,True,True,True,False,True
SRR3283838,PRJNA315938,,SRX1655392,1.53 G,"1,006.25 Mb",2016-03-14,Synechococcus elongatus PCC 7942 = FACHB-805,WT,RNA-seq,WT,48h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Nstarv,SRP072154,WT_48h,Perturbation,True,P,6,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP072154&o=acc_s%3Aa,"https://doi.org/10.1038/srep30584,  https://doi.org/10.1111/pbi.12536",Bath,exponential (24hrs),BG-11,5.0,100,30.0,,1.0,,,2 days 00:00:00,WT_48h,Nstarv_WT_48h,True,True,True,False,True
SRR3283839,PRJNA315938,,SRX1655393,1.40 G,936.04 Mb,2016-03-14,Synechococcus elongatus PCC 7942 = FACHB-805,WT,RNA-seq,N_starve,48h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Nstarv,SRP072154,WT_48h,Perturbation,True,P,6,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP072154&o=acc_s%3Aa,"https://doi.org/10.1038/srep30584,  https://doi.org/10.1111/pbi.12536",Bath,exponential (24hrs),BG-11,5.0,100,30.0,,1.0,,,2 days 00:00:00,N_starve_48h,Nstarv_N_starve_48h,True,True,True,False,True
SRR3283840,PRJNA315938,,SRX1655394,1.73 G,1.11 Gb,2016-03-14,Synechococcus elongatus PCC 7942 = FACHB-805,WT,RNA-seq,N_starve,48h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Nstarv,SRP072154,WT_48h,Perturbation,True,P,6,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP072154&o=acc_s%3Aa,"https://doi.org/10.1038/srep30584,  https://doi.org/10.1111/pbi.12536",Bath,exponential (24hrs),BG-11,5.0,100,30.0,,1.0,,,2 days 00:00:00,N_starve_48h,Nstarv_N_starve_48h,True,True,True,False,True
SRR5031863,PRJNA354335,SAMN06033584,SRX2356912,514.93 M,325.52 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,P0050_kaiBC,RNA-seq,clock_rescue_dark,0m,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 00:00:00,clock_rescue_dark_0m,ClockRes_clock_rescue_dark_0m,True,True,False,True,True
SRR5031864,PRJNA354335,SAMN06033583,SRX2356913,436.34 M,275.94 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,P0050_kaiBC,RNA-seq,clock_rescue_dark,5m,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 00:05:00,clock_rescue_dark_5m,ClockRes_clock_rescue_dark_5m,True,True,False,True,True
SRR5031865,PRJNA354335,SAMN06033606,SRX2356914,496.12 M,312.63 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,P0050_kaiBC,RNA-seq,clock_rescue_dark,15m,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 00:15:00,clock_rescue_dark_15m,ClockRes_clock_rescue_dark_15m,True,True,False,True,True
SRR5031866,PRJNA354335,SAMN06033605,SRX2356915,581.91 M,367.89 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,P0050_kaiBC,RNA-seq,clock_rescue_dark,30m,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 00:30:00,clock_rescue_dark_30m,ClockRes_clock_rescue_dark_30m,True,True,False,True,True
SRR5031867,PRJNA354335,SAMN06033604,SRX2356916,424.65 M,268.22 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,P0050_kaiBC,RNA-seq,clock_rescue_dark,1h,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 01:00:00,clock_rescue_dark_1h,ClockRes_clock_rescue_dark_1h,True,True,False,True,True
SRR5031868,PRJNA354335,SAMN06033603,SRX2356917,545.03 M,343.94 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,P0050_kaiBC,RNA-seq,clock_rescue_dark,2h,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 02:00:00,clock_rescue_dark_2h,ClockRes_clock_rescue_dark_2h,True,True,False,True,True
SRR5031869,PRJNA354335,SAMN06033602,SRX2356918,520.96 M,329.17 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,P0050_kaiBC,RNA-seq,clock_rescue_dark,4h,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 04:00:00,clock_rescue_dark_4h,ClockRes_clock_rescue_dark_4h,True,True,False,True,True
SRR5031870,PRJNA354335,SAMN06033601,SRX2356919,919.13 M,579.22 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,P0050_kaiBC,RNA-seq,clock_rescue_dark,8h,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 08:00:00,clock_rescue_dark_8h,ClockRes_clock_rescue_dark_8h,True,True,False,True,True
SRR5031871,PRJNA354335,SAMN06033600,SRX2356920,677.21 M,426.36 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,P0050_kaiBC,RNA-seq,clock_rescue_dark,11.5h,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 11:30:00,clock_rescue_dark_11.5h,ClockRes_clock_rescue_dark_11.5h,True,True,False,True,True
SRR5031872,PRJNA354335,SAMN06033599,SRX2356921,477.92 M,306.30 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,P0050_kaiBC,RNA-seq,clock_rescue_dawn,5m,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 00:05:00,clock_rescue_dawn_5m,ClockRes_clock_rescue_dawn_5m,True,True,False,True,True
SRR5031873,PRJNA354335,SAMN06033598,SRX2356922,619.16 M,393.99 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,P0050_kaiBC,RNA-seq,clock_rescue_dawn,15m,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 00:15:00,clock_rescue_dawn_15m,ClockRes_clock_rescue_dawn_15m,True,True,False,True,True
SRR5031874,PRJNA354335,SAMN06033597,SRX2356923,575.12 M,364.15 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,P0050_kaiBC,RNA-seq,clock_rescue_dawn,30m,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 00:30:00,clock_rescue_dawn_30m,ClockRes_clock_rescue_dawn_30m,True,True,False,True,True
SRR5031875,PRJNA354335,SAMN06033596,SRX2356924,568.76 M,375.58 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,rpaA- P0050_kaiBC,RNA-seq,rpaA-_clock_rescue_dark,0m,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 00:00:00,rpaA-_clock_rescue_dark_0m,ClockRes_rpaA-_clock_rescue_dark_0m,True,True,False,True,True
SRR5031876,PRJNA354335,SAMN06033595,SRX2356925,560.93 M,370.30 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,rpaA- P0050_kaiBC,RNA-seq,rpaA-_clock_rescue_dark,5m,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 00:05:00,rpaA-_clock_rescue_dark_5m,ClockRes_rpaA-_clock_rescue_dark_5m,True,True,False,True,True
SRR5031877,PRJNA354335,SAMN06033594,SRX2356926,714.95 M,471.15 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,rpaA- P0050_kaiBC,RNA-seq,rpaA-_clock_rescue_dark,15m,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 00:15:00,rpaA-_clock_rescue_dark_15m,ClockRes_rpaA-_clock_rescue_dark_15m,True,True,False,True,True
SRR5031878,PRJNA354335,SAMN06033593,SRX2356927,575.47 M,380.39 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,rpaA- P0050_kaiBC,RNA-seq,rpaA-_clock_rescue_dark,30m,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 00:30:00,rpaA-_clock_rescue_dark_30m,ClockRes_rpaA-_clock_rescue_dark_30m,True,True,False,True,True
SRR5031879,PRJNA354335,SAMN06033592,SRX2356928,656.95 M,432.49 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,rpaA- P0050_kaiBC,RNA-seq,rpaA-_clock_rescue_dark,1h,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 01:00:00,rpaA-_clock_rescue_dark_1h,ClockRes_rpaA-_clock_rescue_dark_1h,True,True,False,True,True
SRR5031880,PRJNA354335,SAMN06033591,SRX2356929,759.47 M,499.75 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,rpaA- P0050_kaiBC,RNA-seq,rpaA-_clock_rescue_dark,2h,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 02:00:00,rpaA-_clock_rescue_dark_2h,ClockRes_rpaA-_clock_rescue_dark_2h,True,True,False,True,True
SRR5031881,PRJNA354335,SAMN06033590,SRX2356930,605.20 M,398.60 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,rpaA- P0050_kaiBC,RNA-seq,rpaA-_clock_rescue_dark,4h,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 04:00:00,rpaA-_clock_rescue_dark_4h,ClockRes_rpaA-_clock_rescue_dark_4h,True,True,False,True,True
SRR5031882,PRJNA354335,SAMN06033589,SRX2356931,643.44 M,424.14 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,rpaA- P0050_kaiBC,RNA-seq,rpaA-_clock_rescue_dark,8h,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 08:00:00,rpaA-_clock_rescue_dark_8h,ClockRes_rpaA-_clock_rescue_dark_8h,True,True,False,True,True
SRR5031883,PRJNA354335,SAMN06033588,SRX2356932,690.57 M,455.18 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,rpaA- P0050_kaiBC,RNA-seq,rpaA-_clock_rescue_dark,11.5h,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 11:30:00,rpaA-_clock_rescue_dark_11.5h,ClockRes_rpaA-_clock_rescue_dark_11.5h,True,True,False,True,True
SRR5031884,PRJNA354335,SAMN06033587,SRX2356933,815.26 M,541.52 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,rpaA- P0050_kaiBC,RNA-seq,rpaA-_clock_rescue_dawn,5m,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 00:05:00,rpaA-_clock_rescue_dawn_5m,ClockRes_rpaA-_clock_rescue_dawn_5m,True,True,False,True,True
SRR5031885,PRJNA354335,SAMN06033586,SRX2356934,773.82 M,513.25 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,rpaA- P0050_kaiBC,RNA-seq,rpaA-_clock_rescue_dawn,15m,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 00:15:00,rpaA-_clock_rescue_dawn_15m,ClockRes_rpaA-_clock_rescue_dawn_15m,True,True,False,True,True
SRR5031886,PRJNA354335,SAMN06033585,SRX2356935,535.88 M,353.95 Mb,2016-11-17,Synechococcus elongatus PCC 7942 = FACHB-805,rpaA- P0050_kaiBC,RNA-seq,rpaA-_clock_rescue_dawn,30m,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.16,0.0,1.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ClockRes,SRP093663,clock_rescue_dawn_5m,Genetic_characterization,False,S,24,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP093663&o=acc_s%3Aa,https://doi.org/10.7554/eLife.23210,Batch,TimeSeries,BG-11,,40,30.0,,0.2,,,0 days 00:30:00,rpaA-_clock_rescue_dawn_30m,ClockRes_rpaA-_clock_rescue_dawn_30m,True,True,False,True,True
SRR6004392,PRJNA401742,SAMN07604667,SRX3159653,745.59 M,443.75 Mb,2017-09-05,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dawn,0m,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117070,wt_dawn_0m,Genetic_characterization,True,S,8,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117070&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 00:00:00,wt_dawn_0m,ppGpp_wt_dawn_0m,True,True,True,False,True
SRR6004393,PRJNA401742,SAMN07604666,SRX3159654,938.47 M,554.02 Mb,2017-09-05,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dawn,0m,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117070,wt_dawn_0m,Genetic_characterization,True,S,8,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117070&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 00:00:00,wt_dawn_0m,ppGpp_wt_dawn_0m,True,True,True,False,True
SRR6004394,PRJNA401742,SAMN07604665,SRX3159655,831.37 M,497.44 Mb,2017-09-05,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dusk,12h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117070,wt_dawn_0m,Genetic_characterization,True,S,8,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117070&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 12:00:00,wt_dusk_12h,ppGpp_wt_dusk_12h,True,True,True,False,True
