Entry,Protein,mapped_name,refseq_locus,genbank_locus,has_annotation_match,missing_with_match,missing_without_match,double_hit,match_hit,percent_id,coverage,drop_proteins,subset_proteins,rename_proteins
Q8GIT3,NDHO_SYNE7,Q8GIT3,SYNPCC7942_RS12620,Synpcc7942_2487,True,False,False,False,,,,False,False,False
Q54704,Q54704_SYNE7,Q54704,SYNPCC7942_RS12675,Synpcc7942_2498,True,False,False,False,,,,False,False,False
Q8GMR6,Q8GMR6_SYNE7,Q8GMR6,,,False,True,False,True,Q31R39,96.552,0.9586776859504132,False,True,False
Q31MN3,KATG_SYNE7,Q31MN3,SYNPCC7942_RS08445,Synpcc7942_1656,True,False,False,False,,,,False,False,False
P38043,NRTA_SYNE7,P38043,SYNPCC7942_RS06350,Synpcc7942_1239,True,False,False,False,,,,False,False,False
Q31NZ4,Q31NZ4_SYNE7,Q31NZ4,SYNPCC7942_RS06120,Synpcc7942_1195,True,False,False,False,,,,False,False,False
Q31RT7,Q31RT7_SYNE7,Q31RT7,SYNPCC7942_RS01015,Synpcc7942_0200,True,False,False,False,,,,False,False,False
Q31KK2,Q31KK2_SYNE7,Q31KK2,SYNPCC7942_RS12130,Synpcc7942_2387,True,False,False,False,,,,False,False,False
Q31MM1,Q31MM1_SYNE7,Q31MM1,SYNPCC7942_RS08505,Synpcc7942_1668,True,False,False,False,,,,False,False,False
P52693,NTCB_SYNE7,P52693,SYNPCC7942_RS06365,Synpcc7942_1242,True,False,False,False,,,,False,False,False
Q31RS8,NTPP_SYNE7,Q31RS8,SYNPCC7942_RS01060,Synpcc7942_0209,True,False,False,False,,,,False,False,False
Q31PQ3,Q31PQ3_SYNE7,Q31PQ3,SYNPCC7942_RS04815,Synpcc7942_0936,True,False,False,False,,,,False,False,False
Q31L37,Q31L37_SYNE7,Q31L37,SYNPCC7942_RS11190,Synpcc7942_2202,True,False,False,False,,,,False,False,False
Q9KHI5,Q9KHI5_SYNE7,Q9KHI5,SYNPCC7942_RS03305,Synpcc7942_0644,True,False,False,False,,,,False,False,False
Q31K37,Q31K37_SYNE7,Q31K37,SYNPCC7942_RS12970,Synpcc7942_2552,True,False,False,False,,,,False,False,False
Q31RU9,Q31RU9_SYNE7,Q31RU9,SYNPCC7942_RS00955,Synpcc7942_0188,True,False,False,False,,,,False,False,False
Q9KHA8,Q9KHA8_SYNE7,Q9KHA8,SYNPCC7942_RS08200,Synpcc7942_1607,True,False,False,False,,,,False,False,False
Q31L88,Q31L88_SYNE7,Q31L88,SYNPCC7942_RS10930,Synpcc7942_2151,True,False,False,False,,,,False,False,False
Q31QR0,Q31QR0_SYNE7,Q31QR0,SYNPCC7942_RS13930,Synpcc7942_0577,True,False,False,False,,,,False,False,False
O06867,O06867_SYNE7,O06867,,,False,True,False,False,Q8KPQ5,99.231,1.0,False,False,True
Q31P68,Q31P68_SYNE7,Q31P68,SYNPCC7942_RS05745,Synpcc7942_1121,True,False,False,False,,,,False,False,False
Q31LT9,Q31LT9_SYNE7,Q31LT9,SYNPCC7942_RS09895,Synpcc7942_1950,True,False,False,False,,,,False,False,False
O33699,O33699_SYNE7,O33699,SYNPCC7942_RS08130,Synpcc7942_1592,True,False,False,False,,,,False,False,False
O33700,O33700_SYNE7,O33700,SYNPCC7942_RS13125,Synpcc7942_2578,True,False,False,False,,,,False,False,False
O50208,O50208_SYNE7,O50208,SYNPCC7942_RS10970,Synpcc7942_2159,True,False,False,False,,,,False,False,False
Q31KS8,Q31KS8_SYNE7,Q31KS8,SYNPCC7942_RS11750,Synpcc7942_2311,True,False,False,False,,,,False,False,False
O50210,O50210_SYNE7,O50210,,,False,True,False,True,Q31L83,99.366,1.0,False,True,False
Q31MY3,Q31MY3_SYNE7,Q31MY3,SYNPCC7942_RS07935,Synpcc7942_1556,True,False,False,False,,,,False,False,False
P39665,SPHX_SYNE7,P39665,SYNPCC7942_RS12425,Synpcc7942_2445,True,False,False,False,,,,False,False,False
O54307,O54307_SYNE7,O54307,,,False,True,False,True,Q31RX9,99.744,1.0,False,True,False
O66226,O66226_SYNE7,O66226,,,False,True,False,False,Q31QG0,100.0,0.8513513513513513,False,False,True
O68523,O68523_SYNE7,O68523,SYNPCC7942_RS11715,Synpcc7942_2305,True,False,False,False,,,,False,False,False
P25935,CYC6_SYNE7,P25935,SYNPCC7942_RS08315,Synpcc7942_1630,True,False,False,False,,,,False,False,False
Q54705,Q54705_SYNE7,Q54705,SYNPCC7942_RS12680,Synpcc7942_2499,True,False,False,False,,,,False,False,False
O85784,O85784_SYNE7,O85784,,,False,True,False,False,Q31KL2,97.872,0.9964664310954063,False,False,True
O85785,O85785_SYNE7,O85785,SYNPCC7942_RS12085,Synpcc7942_2378,True,False,False,False,,,,False,False,False
Q8KPV1,Q8KPV1_SYNE7,Q8KPV1,SYNPCC7942_RS08045,Synpcc7942_1575,True,False,False,False,,,,False,False,False
Q31Q57,Q31Q57_SYNE7,Q31Q57,SYNPCC7942_RS04045,Synpcc7942_0780,True,False,False,False,,,,False,False,False
Q31R39,Q31R39_SYNE7,Q31R39,SYNPCC7942_RS02290,Synpcc7942_0448,True,False,False,True,Q8GMR6,96.552,0.9586776859504132,False,False,False
Q31SB5,Q31SB5_SYNE7,Q31SB5,SYNPCC7942_RS00115,Synpcc7942_0022,True,False,False,False,,,,False,False,False
P72544,P72544_SYNE7,P72544,,,False,True,False,True,Q31RC8,100.0,0.9891696750902527,False,True,False
P72547,P72547_SYNE7,P72547,SYNPCC7942_RS01820,Synpcc7942_0357,True,False,False,False,,,,False,False,False
P72549,P72549_SYNE7,P72549,SYNPCC7942_RS11895,Synpcc7942_2341,True,False,False,False,,,,False,False,False
P72559,P72559_SYNE7,P72559,SYNPCC7942_RS13555,Synpcc7942_B2645,True,False,False,False,,,,False,False,False
Q31MJ3,Q31MJ3_SYNE7,Q31MJ3,SYNPCC7942_RS08635,Synpcc7942_1696,True,False,False,False,,,,False,False,False
P72561,P72561_SYNE7,P72561,,,False,True,False,True,Q8KUV6,99.107,1.0044843049327354,False,True,False
Q31ML4,Q31ML4_SYNE7,Q31ML4,SYNPCC7942_RS08535,Synpcc7942_1675,True,False,False,False,,,,False,False,False
Q31KK8,PANB_SYNE7,Q31KK8,SYNPCC7942_RS12100,Synpcc7942_2381,True,False,False,False,,,,False,False,False
Q31MN6,Q31MN6_SYNE7,Q31MN6,SYNPCC7942_RS08430,Synpcc7942_1653,True,False,False,False,,,,False,False,False
Q31PJ8,PCXA_SYNE7,Q31PJ8,SYNPCC7942_RS05090,Synpcc7942_0991,True,False,False,False,,,,False,False,False
Q8GIT2,Q8GIT2_SYNE7,Q8GIT2,SYNPCC7942_RS13855,Synpcc7942_2486,True,False,False,False,,,,False,False,False
Q31KN2,Q31KN2_SYNE7,Q31KN2,SYNPCC7942_RS11975,Synpcc7942_2357,True,False,False,False,,,,False,False,False
Q8KPR0,PDXJ_SYNE7,Q8KPR0,SYNPCC7942_RS06115,Synpcc7942_1194,True,False,False,False,,,,False,False,False
Q31KE6,Q31KE6_SYNE7,Q31KE6,SYNPCC7942_RS12415,Synpcc7942_2443,True,False,False,False,,,,False,False,False
Q31R12,PETN_SYNE7,Q31R12,SYNPCC7942_RS02420,Synpcc7942_0475,True,False,False,False,,,,False,False,False
Q31ND7,Q31ND7_SYNE7,Q31ND7,SYNPCC7942_RS07175,Synpcc7942_1402,True,False,False,False,,,,False,False,False
P00308,PHCA1_SYNP6,P00308,,,False,False,True,False,,,,False,False,False
Q31QF0,Q31QF0_SYNE7,Q31QF0,SYNPCC7942_RS03525,Synpcc7942_0687,True,False,False,False,,,,False,False,False
Q31LZ9,Q31LZ9_SYNE7,Q31LZ9,SYNPCC7942_RS09585,Synpcc7942_1890,True,False,False,False,,,,False,False,False
P55020,PLAS_SYNE7,P55020,SYNPCC7942_RS05585,Synpcc7942_1088,True,False,False,False,,,,False,False,False
Q31RD6,Q31RD6_SYNE7,Q31RD6,SYNPCC7942_RS01785,Synpcc7942_0351,True,False,False,False,,,,False,False,False
Q31LI2,PLSY_SYNE7,Q31LI2,SYNPCC7942_RS10435,Synpcc7942_2057,True,False,False,False,,,,False,False,False
Q31S41,Q31S41_SYNE7,Q31S41,SYNPCC7942_RS00490,Synpcc7942_0096,True,False,False,False,,,,False,False,False
P29820,PPI_SYNE7,P29820,SYNPCC7942_RS07320,Synpcc7942_1431,True,False,False,False,,,,False,False,False
Q31N39,PRMA_SYNE7,Q31N39,SYNPCC7942_RS07665,Synpcc7942_1500,True,False,False,False,,,,False,False,False
Q31QH6,Q31QH6_SYNE7,Q31QH6,SYNPCC7942_RS03385,Synpcc7942_0661,True,False,False,False,,,,False,False,False
Q31L42,PROB_SYNE7,Q31L42,SYNPCC7942_RS11160,Synpcc7942_2197,True,False,False,False,,,,False,False,False
Q31LJ0,PSAA_SYNE7,Q31LJ0,SYNPCC7942_RS10395,Synpcc7942_2049,True,False,False,False,,,,False,False,False
Q31QN9,Q31QN9_SYNE7,Q31QN9,SYNPCC7942_RS03065,Synpcc7942_0598,True,False,False,False,,,,False,False,False
Q31QV2,PSAC_SYNE7,Q31QV2,SYNPCC7942_RS02720,Synpcc7942_0535,True,False,False,False,,,,False,False,False
Q31NL7,PSAE_SYNE7,Q31NL7,SYNPCC7942_RS06760,Synpcc7942_1322,True,False,False,False,,,,False,False,False
Q31PC0,Q31PC0_SYNE7,Q31PC0,SYNPCC7942_RS05485,Synpcc7942_1069,True,False,False,False,,,,False,False,False
Q31ML0,PSB28_SYNE7,Q31ML0,SYNPCC7942_RS08555,Synpcc7942_1679,True,False,False,False,,,,False,False,False
O34126,CLPX_SYNE7,O34126,SYNPCC7942_RS12825,Synpcc7942_2526,True,False,False,False,,,,False,False,False
P37279,ATCS_SYNE7,P37279,SYNPCC7942_RS08020,Synpcc7942_1570,True,False,False,False,,,,False,False,False
Q31KZ8,Q31KZ8_SYNE7,Q31KZ8,SYNPCC7942_RS13820,Synpcc7942_2241,True,False,False,False,,,,False,False,False
Q31QZ2,Q31QZ2_SYNE7,Q31QZ2,SYNPCC7942_RS02520,Synpcc7942_0495,True,False,False,False,,,,False,False,False
Q31PV0,Q31PV0_SYNE7,Q31PV0,SYNPCC7942_RS04580,Synpcc7942_0889,True,False,False,False,,,,False,False,False
Q31RR2,PSBH_SYNE7,Q31RR2,SYNPCC7942_RS01145,Synpcc7942_0225,True,False,False,False,,,,False,False,False
Q8KPP1,PSBL_SYNE7,Q8KPP1,SYNPCC7942_RS06020,Synpcc7942_1175,True,False,False,False,,,,False,False,False
P21577,6PGD_SYNE7,P21577,SYNPCC7942_RS00195,Synpcc7942_0039,True,False,False,False,,,,False,False,False
Q31QV6,Q31QV6_SYNE7,Q31QV6,SYNPCC7942_RS02700,Synpcc7942_0531,True,False,False,False,,,,False,False,False
Q31KH7,Q31KH7_SYNE7,Q31KH7,SYNPCC7942_RS12260,Synpcc7942_2412,True,False,False,False,,,,False,False,False
Q31LS7,PSBY_SYNE7,Q31LS7,SYNPCC7942_RS09955,Synpcc7942_1962,True,False,False,False,,,,False,False,False
Q31RT9,Q31RT9_SYNE7,Q31RT9,SYNPCC7942_RS01005,Synpcc7942_0198,True,False,False,False,,,,False,False,False
Q31R78,Q31R78_SYNE7,Q31R78,SYNPCC7942_RS02085,Synpcc7942_0409,True,False,False,False,,,,False,False,False
Q31L01,Q31L01_SYNE7,Q31L01,SYNPCC7942_RS11365,Synpcc7942_2238,True,False,False,False,,,,False,False,False
Q31NR7,Q31NR7_SYNE7,Q31NR7,SYNPCC7942_RS06515,Synpcc7942_1272,True,False,False,False,,,,False,False,False
Q31KE7,Q31KE7_SYNE7,Q31KE7,SYNPCC7942_RS12410,Synpcc7942_2442,True,False,False,False,,,,False,False,False
Q31LP1,Q31LP1_SYNE7,Q31LP1,SYNPCC7942_RS10130,Synpcc7942_1998,True,False,False,False,,,,False,False,False
Q8VPV6,Q8VPV6_SYNE7,Q8VPV6,SYNPCC7942_RS10615,Synpcc7942_2094,True,False,False,False,,,,False,False,False
Q31NG2,Q31NG2_SYNE7,Q31NG2,SYNPCC7942_RS07045,Synpcc7942_1377,True,False,False,False,,,,False,False,False
Q31QX3,Q31QX3_SYNE7,Q31QX3,SYNPCC7942_RS02610,Synpcc7942_0514,True,False,False,False,,,,False,False,False
Q31LG9,Q31LG9_SYNE7,Q31LG9,SYNPCC7942_RS10495,Synpcc7942_2070,True,False,False,False,,,,False,False,False
Q31QG7,PYRB_SYNE7,Q31QG7,SYNPCC7942_RS03430,Synpcc7942_0670,True,False,False,False,,,,False,False,False
Q31NI2,Q31NI2_SYNE7,Q31NI2,SYNPCC7942_RS06935,Synpcc7942_1357,True,False,False,False,,,,False,False,False
Q31K20,PYRF_SYNE7,Q31K20,SYNPCC7942_RS13055,Synpcc7942_2569,True,False,False,False,,,,False,False,False
Q31LC4,Q31LC4_SYNE7,Q31LC4,SYNPCC7942_RS10725,Synpcc7942_2115,True,False,False,False,,,,False,False,False
Q31QY1,PYRH_SYNE7,Q31QY1,SYNPCC7942_RS02570,Synpcc7942_0506,True,False,False,False,,,,False,False,False
Q31LP8,MSCL_SYNE7,Q31LP8,SYNPCC7942_RS10095,Synpcc7942_1991,True,False,False,False,,,,False,False,False
Q31RN9,Q31RN9_SYNE7,Q31RN9,SYNPCC7942_RS01265,Synpcc7942_0248,True,False,False,False,,,,False,False,False
Q31KD8,Q31KD8_SYNE7,Q31KD8,SYNPCC7942_RS12455,Synpcc7942_2451,True,False,False,False,,,,False,False,False
Q31JV0,Q31JV0_SYNE7,Q31JV0,SYNPCC7942_RS13470,Synpcc7942_B2652,True,False,False,False,,,,False,False,False
Q31QZ4,Q31QZ4_SYNE7,Q31QZ4,SYNPCC7942_RS02510,Synpcc7942_0493,True,False,False,False,,,,False,False,False
Q31JX8,Q31JX8_SYNE7,Q31JX8,SYNPCC7942_RS13300,Synpcc7942_2611,True,False,False,False,,,,False,False,False
Q31JX9,Q31JX9_SYNE7,Q31JX9,SYNPCC7942_RS13295,Synpcc7942_2610,True,False,False,False,,,,False,False,False
Q31LG1,Q31LG1_SYNE7,Q31LG1,SYNPCC7942_RS10535,Synpcc7942_2078,True,False,False,False,,,,False,False,False
Q31KQ2,Q31KQ2_SYNE7,Q31KQ2,SYNPCC7942_RS11875,Synpcc7942_2337,True,False,False,False,,,,False,False,False
Q31KE8,PSTB_SYNE7,Q31KE8,SYNPCC7942_RS12405,Synpcc7942_2441,True,False,False,False,,,,False,False,False
Q31PD3,Q31PD3_SYNE7,Q31PD3,SYNPCC7942_RS05415,Synpcc7942_1056,True,False,False,False,,,,False,False,False
Q31JZ0,Q31JZ0_SYNE7,Q31JZ0,SYNPCC7942_RS13240,Synpcc7942_2599,True,False,False,False,,,,False,False,False
Q31JZ1,Q31JZ1_SYNE7,Q31JZ1,SYNPCC7942_RS13235,Synpcc7942_2598,True,False,False,False,,,,False,False,False
Q31JZ2,Q31JZ2_SYNE7,Q31JZ2,SYNPCC7942_RS13230,Synpcc7942_2597,True,False,False,False,,,,False,False,False
Q31KG8,Q31KG8_SYNE7,Q31KG8,SYNPCC7942_RS12300,Synpcc7942_2421,True,False,False,False,,,,False,False,False
Q31JZ4,Q31JZ4_SYNE7,Q31JZ4,SYNPCC7942_RS13220,Synpcc7942_2595,True,False,False,False,,,,False,False,False
Q31JZ5,Q31JZ5_SYNE7,Q31JZ5,SYNPCC7942_RS13215,Synpcc7942_2594,True,False,False,False,,,,False,False,False
Q31JZ6,Q31JZ6_SYNE7,Q31JZ6,SYNPCC7942_RS13205,Synpcc7942_2593,True,False,False,False,,,,False,False,False
Q31MQ4,Q31MQ4_SYNE7,Q31MQ4,SYNPCC7942_RS08340,Synpcc7942_1635,True,False,False,False,,,,False,False,False
Q31K00,Q31K00_SYNE7,Q31K00,SYNPCC7942_RS13185,Synpcc7942_2589,True,False,False,False,,,,False,False,False
Q31M26,Q31M26_SYNE7,Q31M26,SYNPCC7942_RS09450,Synpcc7942_1863,True,False,False,False,,,,False,False,False
Q31K02,Q31K02_SYNE7,Q31K02,SYNPCC7942_RS13175,Synpcc7942_2587,True,False,False,False,,,,False,False,False
Q31K05,Q31K05_SYNE7,Q31K05,SYNPCC7942_RS13160,Synpcc7942_2584,True,False,False,False,,,,False,False,False
Q31K06,Q31K06_SYNE7,Q31K06,SYNPCC7942_RS13155,Synpcc7942_2583,True,False,False,False,,,,False,False,False
Q31K07,Q31K07_SYNE7,Q31K07,SYNPCC7942_RS13150,Synpcc7942_2582,True,False,False,False,,,,False,False,False
Q31MY8,Q31MY8_SYNE7,Q31MY8,SYNPCC7942_RS07910,Synpcc7942_1551,True,False,False,False,,,,False,False,False
Q31KD6,Q31KD6_SYNE7,Q31KD6,SYNPCC7942_RS12465,Synpcc7942_2453,True,False,False,False,,,,False,False,False
Q31K14,Q31K14_SYNE7,Q31K14,SYNPCC7942_RS13085,Synpcc7942_2575,True,False,False,False,,,,False,False,False
Q31K15,Q31K15_SYNE7,Q31K15,SYNPCC7942_RS13080,Synpcc7942_2574,True,False,False,False,,,,False,False,False
Q31N75,Q31N75_SYNE7,Q31N75,SYNPCC7942_RS07490,Synpcc7942_1464,True,False,False,False,,,,False,False,False
Q31K18,Q31K18_SYNE7,Q31K18,SYNPCC7942_RS13065,Synpcc7942_2571,True,False,False,False,,,,False,False,False
Q31K21,Q31K21_SYNE7,Q31K21,SYNPCC7942_RS13050,Synpcc7942_2568,True,False,False,False,,,,False,False,False
P35088,TXLA_SYNE7,P35088,SYNPCC7942_RS10790,Synpcc7942_2128,True,False,False,False,,,,False,False,False
Q31L63,Q31L63_SYNE7,Q31L63,SYNPCC7942_RS11060,Synpcc7942_2176,True,False,False,False,,,,False,False,False
Q31KW6,Q31KW6_SYNE7,Q31KW6,SYNPCC7942_RS11550,Synpcc7942_2273,True,False,False,False,,,,False,False,False
Q31S45,Q31S45_SYNE7,Q31S45,SYNPCC7942_RS00465,Synpcc7942_0092,True,False,False,False,,,,False,False,False
Q31KE2,Q31KE2_SYNE7,Q31KE2,SYNPCC7942_RS12435,Synpcc7942_2447,True,False,False,False,,,,False,False,False
Q31K41,Q31K41_SYNE7,Q31K41,SYNPCC7942_RS12945,Synpcc7942_2548,True,False,False,False,,,,False,False,False
Q31K42,Q31K42_SYNE7,Q31K42,SYNPCC7942_RS12940,Synpcc7942_2547,True,False,False,False,,,,False,False,False
Q31QH5,Q31QH5_SYNE7,Q31QH5,SYNPCC7942_RS03390,Synpcc7942_0662,True,False,False,False,,,,False,False,False
Q31K45,Q31K45_SYNE7,Q31K45,SYNPCC7942_RS12925,Synpcc7942_2544,True,False,False,False,,,,False,False,False
Q31L38,Q31L38_SYNE7,Q31L38,SYNPCC7942_RS11185,Synpcc7942_2201,True,False,False,False,,,,False,False,False
Q31K47,Q31K47_SYNE7,Q31K47,SYNPCC7942_RS12915,Synpcc7942_2542,True,False,False,False,,,,False,False,False
Q31N94,Q31N94_SYNE7,Q31N94,SYNPCC7942_RS07395,Synpcc7942_1445,True,False,False,False,,,,False,False,False
Q31K50,Q31K50_SYNE7,Q31K50,SYNPCC7942_RS12890,Synpcc7942_2539,True,False,False,False,,,,False,False,False
Q31K54,Q31K54_SYNE7,Q31K54,SYNPCC7942_RS12870,Synpcc7942_2535,True,False,False,False,,,,False,False,False
Q31K55,Q31K55_SYNE7,Q31K55,SYNPCC7942_RS12865,Synpcc7942_2534,True,False,False,False,,,,False,False,False
Q31R96,Q31R96_SYNE7,Q31R96,SYNPCC7942_RS01995,Synpcc7942_0391,True,False,False,False,,,,False,False,False
Q8GIS8,Q8GIS8_SYNE7,,,,False,False,True,False,,,,True,False,False
Q31NA0,NU4C1_SYNE7,Q31NA0,SYNPCC7942_RS07360,Synpcc7942_1439,True,False,False,False,,,,False,False,False
Q31K61,Q31K61_SYNE7,Q31K61,SYNPCC7942_RS12835,Synpcc7942_2528,True,False,False,False,,,,False,False,False
Q31K62,Q31K62_SYNE7,Q31K62,SYNPCC7942_RS12830,Synpcc7942_2527,True,False,False,False,,,,False,False,False
Q31K69,Q31K69_SYNE7,Q31K69,SYNPCC7942_RS12795,Synpcc7942_2520,True,False,False,False,,,,False,False,False
Q31K70,Q31K70_SYNE7,Q31K70,SYNPCC7942_RS12790,Synpcc7942_2519,True,False,False,False,,,,False,False,False
Q31K72,Q31K72_SYNE7,Q31K72,SYNPCC7942_RS12780,Synpcc7942_2517,True,False,False,False,,,,False,False,False
Q31K73,Q31K73_SYNE7,Q31K73,SYNPCC7942_RS12775,Synpcc7942_2516,True,False,False,False,,,,False,False,False
Q31K74,Q31K74_SYNE7,Q31K74,SYNPCC7942_RS12765,Synpcc7942_2515,True,False,False,False,,,,False,False,False
Q31QA3,Q31QA3_SYNE7,Q31QA3,SYNPCC7942_RS03795,Synpcc7942_0734,True,False,False,False,,,,False,False,False
Q31K80,Q31K80_SYNE7,Q31K80,SYNPCC7942_RS12730,Synpcc7942_2509,True,False,False,False,,,,False,False,False
Q31LF9,PHK_SYNE7,Q31LF9,SYNPCC7942_RS10545,Synpcc7942_2080,True,False,False,False,,,,False,False,False
Q31K85,Q31K85_SYNE7,Q31K85,SYNPCC7942_RS12705,Synpcc7942_2504,True,False,False,False,,,,False,False,False
Q31K87,Q31K87_SYNE7,Q31K87,SYNPCC7942_RS12695,Synpcc7942_2502,True,False,False,False,,,,False,False,False
Q31KM2,Q31KM2_SYNE7,Q31KM2,SYNPCC7942_RS12025,Synpcc7942_2367,True,False,False,False,,,,False,False,False
Q31K97,Q31K97_SYNE7,Q31K97,SYNPCC7942_RS12645,Synpcc7942_2492,True,False,False,False,,,,False,False,False
Q31KA1,Q31KA1_SYNE7,Q31KA1,SYNPCC7942_RS12625,Synpcc7942_2488,True,False,False,False,,,,False,False,False
Q31ND4,Q31ND4_SYNE7,Q31ND4,SYNPCC7942_RS07190,Synpcc7942_1405,True,False,False,False,,,,False,False,False
Q31RB7,Q31RB7_SYNE7,Q31RB7,SYNPCC7942_RS01885,Synpcc7942_0370,True,False,False,False,,,,False,False,False
Q54734,Q54734_SYNE7,Q54734,SYNPCC7942_RS02940,Synpcc7942_0578,True,False,False,False,,,,False,False,False
Q31JU4,Q31JU4_SYNE7,Q31JU4,SYNPCC7942_RS13505,Synpcc7942_B2634,True,False,False,False,,,,False,False,False
Q31KC0,Q31KC0_SYNE7,Q31KC0,SYNPCC7942_RS12550,Synpcc7942_2469,True,False,False,False,,,,False,False,False
Q31P88,Q31P88_SYNE7,Q31P88,SYNPCC7942_RS05645,Synpcc7942_1101,True,False,False,False,,,,False,False,False
P72560,P72560_SYNE7,P72560,SYNPCC7942_RS13560,Synpcc7942_B2646,True,False,False,False,,,,False,False,False
Q31KC4,Q31KC4_SYNE7,Q31KC4,SYNPCC7942_RS12530,Synpcc7942_2465,True,False,False,False,,,,False,False,False
Q31KC9,Q31KC9_SYNE7,Q31KC9,SYNPCC7942_RS12505,Synpcc7942_2460,True,False,False,False,,,,False,False,False
Q31RQ3,Q31RQ3_SYNE7,Q31RQ3,SYNPCC7942_RS01190,Synpcc7942_0234,True,False,False,False,,,,False,False,False
Q31KD3,Q31KD3_SYNE7,Q31KD3,SYNPCC7942_RS12480,Synpcc7942_2456,True,False,False,False,,,,False,False,False
Q31KD4,Q31KD4_SYNE7,Q31KD4,SYNPCC7942_RS12475,Synpcc7942_2455,True,False,False,False,,,,False,False,False
Q31NP4,Q31NP4_SYNE7,Q31NP4,SYNPCC7942_RS06625,Synpcc7942_1295,True,False,False,False,,,,False,False,False
Q31Q69,Q31Q69_SYNE7,Q31Q69,SYNPCC7942_RS03985,Synpcc7942_0768,True,False,False,False,,,,False,False,False
Q6VYY4,Q6VYY4_SYNE7,Q6VYY4,SYNPCC7942_RS02780,Synpcc7942_0546,True,False,False,False,,,,False,False,False
Q31KF8,Q31KF8_SYNE7,Q31KF8,SYNPCC7942_RS12350,Synpcc7942_2431,True,False,False,False,,,,False,False,False
Q31KL7,Q31KL7_SYNE7,Q31KL7,SYNPCC7942_RS12055,Synpcc7942_2372,True,False,False,False,,,,False,False,False
Q31PW6,Q31PW6_SYNE7,Q31PW6,SYNPCC7942_RS04500,Synpcc7942_0873,True,False,False,False,,,,False,False,False
Q31KV9,Q31KV9_SYNE7,Q31KV9,SYNPCC7942_RS11590,Synpcc7942_2280,True,False,False,False,,,,False,False,False
Q31KM1,Q31KM1_SYNE7,Q31KM1,SYNPCC7942_RS12035,Synpcc7942_2368,True,False,False,False,,,,False,False,False
Q31KE5,Q31KE5_SYNE7,Q31KE5,SYNPCC7942_RS12420,Synpcc7942_2444,True,False,False,False,,,,False,False,False
Q31P81,Q31P81_SYNE7,Q31P81,SYNPCC7942_RS05680,Synpcc7942_1108,True,False,False,False,,,,False,False,False
Q31KU5,Q31KU5_SYNE7,Q31KU5,SYNPCC7942_RS11660,Synpcc7942_2294,True,False,False,False,,,,False,False,False
Q31KF0,Q31KF0_SYNE7,Q31KF0,SYNPCC7942_RS12395,Synpcc7942_2439,True,False,False,False,,,,False,False,False
Q31KF1,Q31KF1_SYNE7,Q31KF1,SYNPCC7942_RS12385,Synpcc7942_2438,True,False,False,False,,,,False,False,False
Q31KF2,Q31KF2_SYNE7,Q31KF2,SYNPCC7942_RS12380,Synpcc7942_2437,True,False,False,False,,,,False,False,False
Q31KF3,Q31KF3_SYNE7,Q31KF3,SYNPCC7942_RS12375,Synpcc7942_2436,True,False,False,False,,,,False,False,False
Q31KF4,Q31KF4_SYNE7,Q31KF4,SYNPCC7942_RS12370,Synpcc7942_2435,True,False,False,False,,,,False,False,False
Q31QR9,Q31QR9_SYNE7,Q31QR9,SYNPCC7942_RS02890,Synpcc7942_0568,True,False,False,False,,,,False,False,False
Q31KF6,Q31KF6_SYNE7,Q31KF6,SYNPCC7942_RS12360,Synpcc7942_2433,True,False,False,False,,,,False,False,False
Q31KF7,Q31KF7_SYNE7,Q31KF7,SYNPCC7942_RS12355,Synpcc7942_2432,True,False,False,False,,,,False,False,False
Q31NF7,Q31NF7_SYNE7,Q31NF7,SYNPCC7942_RS07075,Synpcc7942_1382,True,False,False,False,,,,False,False,False
Q31KG0,Q31KG0_SYNE7,Q31KG0,SYNPCC7942_RS12340,Synpcc7942_2429,True,False,False,False,,,,False,False,False
Q31KG1,Q31KG1_SYNE7,Q31KG1,SYNPCC7942_RS12335,Synpcc7942_2428,True,False,False,False,,,,False,False,False
Q31KG2,Q31KG2_SYNE7,Q31KG2,SYNPCC7942_RS12330,Synpcc7942_2427,True,False,False,False,,,,False,False,False
Q31R95,Q31R95_SYNE7,Q31R95,SYNPCC7942_RS02000,Synpcc7942_0392,True,False,False,False,,,,False,False,False
Q31ML7,Q31ML7_SYNE7,Q31ML7,SYNPCC7942_RS08520,Synpcc7942_1672,True,False,False,False,,,,False,False,False
Q31KG7,Q31KG7_SYNE7,Q31KG7,SYNPCC7942_RS12305,Synpcc7942_2422,True,False,False,False,,,,False,False,False
Q31KQ1,Q31KQ1_SYNE7,Q31KQ1,SYNPCC7942_RS11880,Synpcc7942_2338,True,False,False,False,,,,False,False,False
P95838,P95838_SYNE7,P95838,,,False,True,False,True,Q31MF0,98.276,0.8055555555555556,False,True,False
Q31KH3,Q31KH3_SYNE7,Q31KH3,SYNPCC7942_RS12275,Synpcc7942_2416,True,False,False,False,,,,False,False,False
Q31LW4,Q31LW4_SYNE7,Q31LW4,SYNPCC7942_RS09770,Synpcc7942_1925,True,False,False,False,,,,False,False,False
Q31Q67,Q31Q67_SYNE7,Q31Q67,SYNPCC7942_RS03995,Synpcc7942_0770,True,False,False,False,,,,False,False,False
Q31KH8,Q31KH8_SYNE7,Q31KH8,SYNPCC7942_RS12255,Synpcc7942_2411,True,False,False,False,,,,False,False,False
